Product ID,SKU,Name,Description,Price,Original Price,Currency,In Stock,Stock Quantity,URL,Image URL,Category,Subcategory,Category Path,Brand,Manufacturer,Rating,Review Count,Source,Scraped At
,,Men's Runner NZ Corduroy,,60.0,,GBP,Yes,,https://www.allbirds.com/products/mens-runner-nz-corduroy-dark-tan?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Dark+Tan+%28Stony+Cream+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-runner-nz-corduroy-dark-tan%22%2C%22hue%22%3A%22Beige%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11946_25Q3_Runner-NZ-Corduroy-Dark-Tan-Stony-Cream-Sole_PDP_LEFT__1.png%3Fv%3D1756422735%22%2C%22material%22%3A%22Corduroy%22%2C%22name%22%3A%22Men%27s+Runner+NZ+Corduroy%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A60%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%227211522195536%22%2C%22silhouette%22%3A%22Runner%22%2C%22url%22%3A%22%2Fproducts%2Fmens-runner-nz-corduroy-dark-tan%22%2C%22position%22%3A%2211%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11946_25Q3_Runner-NZ-Corduroy-Dark-Tan-Stony-Cream-Sole_PDP_LEFT__1.png?v=1756422735&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Wool Cruiser Mid Select,,110.0,,GBP,Yes,,https://www.allbirds.com/products/mens-wool-cruiser-mid-select?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Natural+Black+%28Gum+Sole%29%22%2C%22edition%22%3A%22Limited%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-wool-cruiser-mid-select%22%2C%22hue%22%3A%22Black%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11769_25Q4_Wool-Cruiser-Mid-Select-Natural-Black-Gum-Sole_PDP_LEFT.png%3Fv%3D1764019018%22%2C%22material%22%3A%22Wool%22%2C%22name%22%3A%22Men%27s+Wool+Cruiser+Mid+Select%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A110%2C%22price_tier%22%3A%22tier-1%22%2C%22product_id%22%3A%227234400550992%22%2C%22silhouette%22%3A%22Topper%22%2C%22url%22%3A%22%2Fproducts%2Fmens-wool-cruiser-mid-select%22%2C%22position%22%3A%2212%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11769_25Q4_Wool-Cruiser-Mid-Select-Natural-Black-Gum-Sole_PDP_LEFT.png?v=1764019018&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Strider Explore,,91.0,,GBP,Yes,,https://www.allbirds.com/products/mens-strider-explore?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Natural+Black+%28Dark+Grey+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-strider-explore%22%2C%22hue%22%3A%22Black%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11768_25Q4_Strider-Explore-Natural-Black-Dark-Grey-Sole_PDP_LEFT.png%3Fv%3D1759336475%22%2C%22material%22%3A%22Cotton%22%2C%22name%22%3A%22Men%27s+Strider+Explore%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A91%2C%22price_tier%22%3A%22tier-2%22%2C%22product_id%22%3A%227218356060240%22%2C%22silhouette%22%3A%22Runner%22%2C%22url%22%3A%22%2Fproducts%2Fmens-strider-explore%22%2C%22position%22%3A%2213%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11768_25Q4_Strider-Explore-Natural-Black-Dark-Grey-Sole_PDP_LEFT.png?v=1759336475&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Tree Topper,,49.0,,GBP,Yes,,https://www.allbirds.com/products/mens-tree-toppers-hazy-indigo?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Hazy+Indigo+%28Blizzard+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-tree-toppers-hazy-indigo%22%2C%22hue%22%3A%22Blue%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11173_24Q4_Tree-Topper-Hazy-Indigo-Blizzard_PDP_LEFT.png%3Fv%3D1751324018%22%2C%22material%22%3A%22Tree%22%2C%22name%22%3A%22Men%27s+Tree+Topper%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A49%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%227009828831312%22%2C%22silhouette%22%3A%22Topper%22%2C%22url%22%3A%22%2Fproducts%2Fmens-tree-toppers-hazy-indigo%22%2C%22position%22%3A%2214%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11173_24Q4_Tree-Topper-Hazy-Indigo-Blizzard_PDP_LEFT.png?v=1751324018&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Wool Runner NZ,,66.0,,GBP,Yes,,https://www.allbirds.com/products/mens-wool-runner-nz-weathered-brown?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Weathered+Brown+%28Weathered+Brown+Sole%29%22%2C%22edition%22%3A%22Limited%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-wool-runner-nz-weathered-brown%22%2C%22hue%22%3A%22Brown%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA12074_25Q4_Wool-Runner-NZ-Weathered-Brown-Weathered-Brown-Sole_PDP_LEFT.png%3Fv%3D1758326551%22%2C%22material%22%3A%22Wool%22%2C%22name%22%3A%22Men%27s+Wool+Runner+NZ%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A66%2C%22price_tier%22%3A%22tier-2%22%2C%22product_id%22%3A%227221394931792%22%2C%22silhouette%22%3A%22Runner%22%2C%22url%22%3A%22%2Fproducts%2Fmens-wool-runner-nz-weathered-brown%22%2C%22position%22%3A%2215%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A12074_25Q4_Wool-Runner-NZ-Weathered-Brown-Weathered-Brown-Sole_PDP_LEFT.png?v=1758326551&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Wool Runner NZ Fluff,,39.0,,GBP,Yes,,https://www.allbirds.com/products/mens-wool-runner-nz-fluff?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Natural+White+%28Natural+White+Sole%29%22%2C%22edition%22%3A%22Limited%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-wool-runner-nz-fluff%22%2C%22hue%22%3A%22White%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11966_25Q4_Wool-Runner-NZ-Fluff-Natural-White-Natural-White-Sole_PDP_LEFT.png%3Fv%3D1761692412%22%2C%22material%22%3A%22Fluff-collection%22%2C%22name%22%3A%22Men%27s+Wool+Runner+NZ+Fluff%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A39%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%227234440790096%22%2C%22silhouette%22%3A%22Runner%22%2C%22url%22%3A%22%2Fproducts%2Fmens-wool-runner-nz-fluff%22%2C%22position%22%3A%2216%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11966_25Q4_Wool-Runner-NZ-Fluff-Natural-White-Natural-White-Sole_PDP_LEFT.png?v=1761692412&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Courier,,49.0,,GBP,Yes,,https://www.allbirds.com/products/mens-couriers-blizzard-light-grey?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Blizzard%2FLight+Grey+%28Natural+White+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-couriers-blizzard-light-grey%22%2C%22hue%22%3A%22White%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA10795_24Q2_Courier-Blizzard-Light-Grey-Natural-White_PDP_LEFT__1_5f13b46d-b051-4833-a619-25b1cf4d27ea.png%3Fv%3D1776209245%22%2C%22material%22%3A%22Cotton%22%2C%22name%22%3A%22Men%27s+Courier%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A49%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%226884109254736%22%2C%22silhouette%22%3A%22Runner%22%2C%22url%22%3A%22%2Fproducts%2Fmens-couriers-blizzard-light-grey%22%2C%22position%22%3A%2217%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A10795_24Q2_Courier-Blizzard-Light-Grey-Natural-White_PDP_LEFT__1_5f13b46d-b051-4833-a619-25b1cf4d27ea.png?v=1776209245&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Wool Runner Go,,55.0,,GBP,Yes,,https://www.allbirds.com/products/mens-wool-runner-go-medium-grey?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Medium+Grey+%28Blizzard+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-wool-runner-go-medium-grey%22%2C%22hue%22%3A%22Grey%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA10479_24Q1_Wool-Runner-2-Medium-Grey-Blizzard_PDP_LEFT.png%3Fv%3D1776201901%22%2C%22material%22%3A%22Wool%22%2C%22name%22%3A%22Men%27s+Wool+Runner+Go%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A55%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%226869034762320%22%2C%22silhouette%22%3A%22Runner%22%2C%22url%22%3A%22%2Fproducts%2Fmens-wool-runner-go-medium-grey%22%2C%22position%22%3A%2218%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A10479_24Q1_Wool-Runner-2-Medium-Grey-Blizzard_PDP_LEFT.png?v=1776201901&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Tree Dasher 2 - Utility,,100.0,,GBP,Yes,,https://www.allbirds.com/products/mens-tree-dashers-utility-natural-black-dark-jungle?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Natural+Black%2FDark+Jungle+%28Natural+White+Sole%29%22%2C%22edition%22%3A%22Limited%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-tree-dashers-utility-natural-black-dark-jungle%22%2C%22hue%22%3A%22Black%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11784_25Q3_Tree_Dasher_2_Utility_Natural_Black_Dark_Jungle_Natural_White_Sole_PDP_LEFT-2000x2000.png%3Fv%3D1751563614%22%2C%22material%22%3A%22Tree%22%2C%22name%22%3A%22Men%27s+Tree+Dasher+2%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A100%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%227193764462672%22%2C%22silhouette%22%3A%22Dasher%22%2C%22url%22%3A%22%2Fproducts%2Fmens-tree-dashers-utility-natural-black-dark-jungle%22%2C%22position%22%3A%2219%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11784_25Q3_Tree_Dasher_2_Utility_Natural_Black_Dark_Jungle_Natural_White_Sole_PDP_LEFT-2000x2000.png?v=1751563614&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Wool Runner Chelsea,,80.0,,GBP,Yes,,https://www.allbirds.com/products/mens-wool-runner-chelsea?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Natural+Grey+%28Light+Grey+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-wool-runner-chelsea%22%2C%22hue%22%3A%22Grey%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA12101_25Q3_Wool-Runner-Chelsea-Natural-Grey-Light-Grey-Sole_PDP_LEFT__1.png%3Fv%3D1754504346%22%2C%22material%22%3A%22Wool%22%2C%22name%22%3A%22Men%27s+Wool+Runner+Chelsea%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A80%2C%22price_tier%22%3A%22tier-3%22%2C%22product_id%22%3A%227199635013712%22%2C%22silhouette%22%3A%22Topper%22%2C%22url%22%3A%22%2Fproducts%2Fmens-wool-runner-chelsea%22%2C%22position%22%3A%2220%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A12101_25Q3_Wool-Runner-Chelsea-Natural-Grey-Light-Grey-Sole_PDP_LEFT__1.png?v=1754504346&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Allbirds Slipper,,52.0,,GBP,Yes,,https://www.allbirds.com/products/allbirds-slipper-natural-black?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Natural+Black%22%2C%22edition%22%3A%22Wool%22%2C%22gender%22%3A%22Unisexs%22%2C%22handle%22%3A%22allbirds-slipper-natural-black%22%2C%22hue%22%3A%22Black%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA12031_25Q4_Wool-Slipper-Natural-Black-Natural-Black-Sole_PDP_LEFT_4dce0f1d-9e6f-4ce1-9ea6-f95f161147cc.png%3Fv%3D1759335813%22%2C%22material%22%3A%22Wool%22%2C%22name%22%3A%22Allbirds+Wool+Slipper%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A52%2C%22price_tier%22%3A%22tier-2%22%2C%22product_id%22%3A%227204717035600%22%2C%22silhouette%22%3A%22Dweller%22%2C%22url%22%3A%22%2Fproducts%2Fallbirds-slipper-natural-black%22%2C%22position%22%3A%2221%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A12031_25Q4_Wool-Slipper-Natural-Black-Natural-Black-Sole_PDP_LEFT_4dce0f1d-9e6f-4ce1-9ea6-f95f161147cc.png?v=1759335813&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Wool Piper Go,,60.0,,GBP,Yes,,https://www.allbirds.com/products/mens-wool-piper-go-stony-beige-stony-cream?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Stony+Beige+%28Stony+Cream+Sole%29%22%2C%22edition%22%3A%22Limited%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-wool-piper-go-stony-beige-stony-cream%22%2C%22hue%22%3A%22Beige%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA10975_24Q3_Wool_Piper_2_Stony_Beige_Stony_Cream_PDP_LEFT-2000x2000.png%3Fv%3D1776207172%22%2C%22material%22%3A%22Wool%22%2C%22name%22%3A%22Men%27s+Wool+Piper+Go%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A60%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%227082968973392%22%2C%22silhouette%22%3A%22Runner%22%2C%22url%22%3A%22%2Fproducts%2Fmens-wool-piper-go-stony-beige-stony-cream%22%2C%22position%22%3A%2222%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A10975_24Q3_Wool_Piper_2_Stony_Beige_Stony_Cream_PDP_LEFT-2000x2000.png?v=1776207172&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Wool Dasher Mizzle,,99.0,,GBP,Yes,,https://www.allbirds.com/products/mens-wool-dasher-mizzles?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Natural+Black+%28Natural+Black+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-wool-dasher-mizzles%22%2C%22hue%22%3A%22Black%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FAA0030M_SHOE_LEFT_GLOBAL_MENS_WOOL_DASHER2_MIZZLE_NATURAL_BLACK_RUGGED_KHAKI_V2.png%3Fv%3D1751137846%22%2C%22material%22%3A%22Wool%22%2C%22name%22%3A%22Men%27s+Wool+Dasher+Mizzle%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A99%2C%22price_tier%22%3A%22tier-3%22%2C%22product_id%22%3A%226756542546000%22%2C%22silhouette%22%3A%22Dasher%22%2C%22url%22%3A%22%2Fproducts%2Fmens-wool-dasher-mizzles%22%2C%22position%22%3A%2223%22%7D%5D,https://www.allbirds.com/cdn/shop/files/AA0030M_SHOE_LEFT_GLOBAL_MENS_WOOL_DASHER2_MIZZLE_NATURAL_BLACK_RUGGED_KHAKI_V2.png?v=1751137846&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Wool Cruiser Slip On Fluff,,39.0,,GBP,Yes,,https://www.allbirds.com/products/mens-wool-cruiser-slip-on-fluff?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Natural+White+%28Natural+White+Sole%29%22%2C%22edition%22%3A%22Limited%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-wool-cruiser-slip-on-fluff%22%2C%22hue%22%3A%22White%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11827_25Q4_Wool-Cruiser-Slip-On-Fluff-Natural-White-Natural-White-Sole_PDP_LEFT.png%3Fv%3D1761692172%22%2C%22material%22%3A%22Fluff-collection%22%2C%22name%22%3A%22Men%27s+Wool+Cruiser+Slip+On+Fluff%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A39%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%227234395111504%22%2C%22silhouette%22%3A%22Lounger%22%2C%22url%22%3A%22%2Fproducts%2Fmens-wool-cruiser-slip-on-fluff%22%2C%22position%22%3A%2224%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11827_25Q4_Wool-Cruiser-Slip-On-Fluff-Natural-White-Natural-White-Sole_PDP_LEFT.png?v=1761692172&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
